lender_id,country_code,uid,occupation,loan_count,member_since_date
fiona1853,GB,fiona1853,researcher,7,7/28/2008
susan9132,CA,susan9132,journalist,3,7/28/2008
dawn9342,US,dawn9342,NA,18,7/28/2008
chris4228,NA,chris4228,trader,0,7/28/2008
tony7201,NA,tony7201,NA,0,7/28/2008
sean4205,NA,sean4205,NA,0,7/28/2008
christine58366603,DE,christine58366603,NA,4,7/28/2008
michaella3411,NA,michaella3411,NA,0,7/28/2008
jessica1436,US,jessica1436,NA,0,7/28/2008
holly6807,US,holly6807,"manager, teacher, two kids",29,7/28/2008
douglas6296,CA,douglas6296,Charity Fundraiser,4,7/29/2008
s9063,AU,s9063,NA,1,7/29/2008
darren5276,NA,darren5276,Managing Director,0,7/29/2008
jordan3163,AU,jordan3163,High School Student,0,7/29/2008
jessica6504,NA,jessica6504,NA,1,7/29/2008
kirsten3811,US,kirsten3811,teacher,5,7/30/2008
marjolein2870,NL,marjolein2870,communications consultant,26,7/30/2008
anna3928,US,anna3928,student,4,7/30/2008
gaby2646,AT,gaby2646,journalist,4,7/30/2008
matt8202,US,matt8202,NA,1,7/30/2008
miki5215,NA,miki5215,Student,0,7/31/2008
alice6894,NA,alice6894,NA,0,8/1/2008
ian8543,US,ian8543,NA,9,8/1/2008
dietmar7911,DE,dietmar7911,NA,4,8/1/2008
keith7244,US,keith7244,Software Engineer,0,8/1/2008
john9614,US,john9614,Engineer,26,8/1/2008
ray9934,US,ray9934,engineer-entrpreneur,13,8/1/2008
ursula9498,CH,ursula9498,NA,1,8/1/2008
karen2299,NA,karen2299,NA,0,8/2/2008
emily9407,CA,emily9407,NA,5,8/2/2008
isabelle2421,US,isabelle2421,2nd Grade Student,5,8/2/2008
john3286,CA,john3286,Writer,5,8/2/2008
qocsz4906,CI,qocsz4906,manager,0,8/2/2008
zoe2723,NA,zoe2723,Student,0,8/2/2008
sandra4469,CA,sandra4469,biologist,25,8/3/2008
michael20338066,US,michael20338066,Consultant,8,8/3/2008
wallyandmarlee9196,US,wallyandmarlee9196,Retired,5,8/3/2008
corinne3710,US,corinne3710,Scientist,18,8/4/2008
gigi3948,NA,gigi3948,NA,18,8/4/2008
cornelia7820,DE,cornelia7820,engineer,3,8/4/2008
stephanie5645,US,stephanie5645,entrepreneur,1,8/4/2008
ole3952,NA,ole3952,SW Developer,0,8/5/2008
tyler8604,US,tyler8604,Mutual Fund Accountant,0,8/5/2008
edandcasey2922,US,edandcasey2922,NA,1,8/5/2008
sarah4698,US,sarah4698,NA,2,8/5/2008
michael8237,US,michael8237,Creative Director,9,8/5/2008
ricardo9525,NA,ricardo9525,entrepeneur,3,8/5/2008
mandy8962,CA,mandy8962,child psychologist,0,8/6/2008
jonandamber2797,NA,jonandamber2797,NA,2,8/6/2008
tobias5330,NA,tobias5330,NA,0,8/6/2008
billandmickey1675,US,billandmickey1675,Retired,19,8/6/2008
kate6717,NA,kate6717,NA,0,8/7/2008
kathleen59855982,NA,kathleen59855982,NA,3,8/7/2008
kristine3992,US,kristine3992,business owner,7,8/7/2008
julie2727,US,julie2727,Physical Therapist,12,8/7/2008
susan65182991,US,susan65182991,RN,11,8/7/2008
christoph4419,DE,christoph4419,IT Consultant,4,8/7/2008
simeonkipkorir6352,NA,simeonkipkorir6352,telecommunications technician,0,8/7/2008
kelly1331,US,kelly1331,retail shop/ online owner,1,8/7/2008
philippe8523,US,philippe8523,writer,81,8/7/2008
bernie5774,US,bernie5774,NA,2,8/7/2008
craig1263,US,craig1263,designer,7,8/8/2008
joshua49156052,US,joshua49156052,Social Worker,1,8/8/2008
carlo9946,IT,carlo9946,Consultant,31,8/8/2008
douglas4099,CA,douglas4099,NA,7,8/9/2008
kristina9989,NA,kristina9989,Cabin Crew,0,8/9/2008
connie2543,NA,connie2543,NA,0,8/9/2008
kimberly1099,NA,kimberly1099,"Web Project Manager, Reiki Master Teacher",0,8/9/2008
ken1941,CA,ken1941,business owner,6,8/9/2008
mark9688,NA,mark9688,cultural entrepreneur,0,8/10/2008
oscar9218,NA,oscar9218,Security tech/Firefighter,0,8/10/2008
jessica85762663,US,jessica85762663,Mortgage Banker,16,8/11/2008
deanna1058,US,deanna1058,Accountant,8,8/11/2008
caroline1909,AU,caroline1909,Studio Manager,15,8/11/2008
yassir,US,yassir,International Development,33,8/11/2008
graham8904,AU,graham8904,Lecturer/Teacher,52,8/12/2008
andrea2074,DE,andrea2074,NA,25,8/12/2008
amit6614,NA,amit6614,NA,5,8/12/2008
martin5312,NA,martin5312,Lecturer,0,8/12/2008
susank,US,susank,Ken:  Carpenter.  Susan:  Artist/Photographer,12,8/13/2008
andrea91529850,AT,andrea91529850,NA,4,8/13/2008
charlemagne4658,NA,charlemagne4658,teacher,0,8/14/2008
jeanne8915,NA,jeanne8915,NA,6,8/14/2008
rosemarie6053,NA,rosemarie6053,Library Technician,6,8/15/2008
pm6073,NA,pm6073,Art Director,0,8/15/2008
eileen2919,NA,eileen2919,missionary,3,8/15/2008
mary8565,NA,mary8565,NA,0,8/15/2008
gene3352,CA,gene3352,NA,0,8/15/2008
ian1300,NA,ian1300,NA,3,8/16/2008
denis2911,NA,denis2911,NA,0,8/16/2008
sandra1985,US,sandra1985,Metrologist,132,8/17/2008
kate7807,US,kate7807,Graphic Design,6,8/17/2008
arthur2347,US,arthur2347,Retired,4,8/18/2008
emily5822,US,emily5822,corporate marketing/PR,5,8/18/2008
craig2092,US,craig2092,Financial Analyst,0,8/18/2008
kristin5571,US,kristin5571,NA,52,8/18/2008
gabriel8446,US,gabriel8446,student,5,8/18/2008
rosemary1185,NA,rosemary1185,NA,0,8/18/2008
tammy8144,US,tammy8144,Mother,17,8/19/2008
michelle1813,NA,michelle1813,NA,0,8/19/2008
richie5708,US,richie5708,NA,1,8/19/2008
arthur4970,FR,arthur4970,Business student,3,8/19/2008
julia9696,NA,julia9696,professor,0,8/20/2008
julie88426545,US,julie88426545,Monrovia High School French Class,5,8/20/2008
lauren3423,US,lauren3423,NA,1,8/20/2008
gisee3833,US,gisee3833,retired librarian,26,8/20/2008
fonda8197,US,fonda8197,NA,18,8/20/2008
elaine5194,GB,elaine5194,Project Manager,2,8/21/2008
susan4629,NA,susan4629,police officer,0,8/21/2008
jason63282118,NO,jason63282118,teacher & Riding instructor,19,8/21/2008
tonjeas,NO,tonjeas,student,2,8/21/2008
johnt5090,NA,johnt5090,business owner,0,8/21/2008
anna4961,NA,anna4961,student,0,8/22/2008
ofir7410,NA,ofir7410,NA,0,8/22/2008
will7244,NA,will7244,Nonprofit employee,0,8/22/2008
stephen3351,US,stephen3351,Teacher,14,8/22/2008
ashraf1247,NA,ashraf1247,Director,0,8/23/2008
ceris4862,GB,ceris4862,Student,6,8/23/2008
per6563,NO,per6563,Retired,10,8/23/2008
leslie6512,US,leslie6512,Engineer,20,8/23/2008
solomon5596,NA,solomon5596,NA,9,8/23/2008
wayne5277,AU,wayne5277,Teacher,9,8/24/2008
jackie7367,NA,jackie7367,Social Planner,3,8/24/2008
andrea5127,CA,andrea5127,NA,2,8/24/2008
heidi4170,US,heidi4170,teacher,5,8/24/2008
becky9274,NA,becky9274,NA,1,8/24/2008
maggie7526,AU,maggie7526,Retired book editor,21,8/24/2008
sohier1003,NA,sohier1003,Development Manager,0,8/25/2008
punahou8668,NA,punahou8668,student,18,8/25/2008
ole9835,NO,ole9835,Furniture production,4,8/25/2008
hari4851,NA,hari4851,Student,0,8/25/2008
edward1995,US,edward1995,Retired,1,8/26/2008
ulysseandnora5293,CA,ulysseandnora5293,municipal employee,16,8/26/2008
henning9439,DK,henning9439,NA,5,8/26/2008
shai9869,US,shai9869,Owner: Fine Arts Logistics & Transportation,6,8/26/2008
TinyLittleBabyBird,US,tinylittlebabybird,NA,23,8/26/2008
joan4000,NA,joan4000,teacher,0,8/26/2008
chacha8985,NA,chacha8985,student,0,8/26/2008
john7489,US,john7489,Prevention Specialist,7,8/26/2008
sheila2552,US,sheila2552,NA,15,8/27/2008
larsarne6831,NO,larsarne6831,NA,6,8/27/2008
cathy7751,NA,cathy7751,NA,0,8/27/2008
abigail8712,US,abigail8712,Youth educator,4,8/27/2008
petra1288,NA,petra1288,nurse,3,8/27/2008
robert8857,NA,robert8857,NA,1,8/28/2008
laurel6629,US,laurel6629,NA,13,8/28/2008
addison8602,NA,addison8602,Student,0,8/28/2008
iankristofer8156,NA,iankristofer8156,NA,0,8/28/2008
sean9758,US,sean9758,NA,2,8/28/2008
lynn7518,US,lynn7518,NA,3,8/30/2008
radhika6322,US,radhika6322,student,23,8/30/2008
holly8657,US,holly8657,MBA Student,9,8/31/2008
brad5175,US,brad5175,NA,1,8/31/2008
paul8524,US,paul8524,Student,3,8/31/2008
dante6591,NA,dante6591,university student,0,8/31/2008
kathryn5646,NA,kathryn5646,NA,0,9/1/2008
jane4112,CA,jane4112,own business,11,2/24/2007
bill4359,US,bill4359,teacher,9,2/24/2007
birgitte5693,NA,birgitte5693,Entreprenuer,2,2/25/2007
maggie2981,NA,maggie2981,NA,0,2/25/2007
david6602,US,david6602,graduate student,2,2/25/2007
olius,US,olius,Students,1,2/26/2007
melinda1123,US,melinda1123,"Veterinarian Student, Farmer",17,2/26/2007
shari9973,NA,shari9973,Co-Founder - thebabyScoop.com,7,2/27/2007
kerstin5059,US,kerstin5059,graphic designer,1,2/27/2007
rebecca1250,US,rebecca1250,NA,16,2/28/2007
jessica6527,US,jessica6527,Insurance Agent,7,2/28/2007
lynn7238,US,lynn7238,Retired Executive & Dental Office Manager,14,3/1/2007
gordon1647,US,gordon1647,NA,117,3/1/2007
rudy6011,US,rudy6011,Sales Representative,0,3/1/2007
annalee8628,US,annalee8628,NA,28,3/2/2007
miriam7249,US,miriam7249,NA,10,3/2/2007
steve8667,US,steve8667,Software Sales,41,9/1/2008
dave9456,US,dave9456,Professor/Author,10,9/1/2008
meghan8341,NA,meghan8341,Teacher,2,9/1/2008
dirk6193,NL,dirk6193,Senior Consultant,48,9/1/2008
ivan7160,CA,ivan7160,physician,3,9/1/2008
linda9987,US,linda9987,teacher,3,9/1/2008
kathy5835,US,kathy5835,NA,7,9/2/2008
rutger4716,NL,rutger4716,Web Developer,22,9/2/2008
russell6397,US,russell6397,Window Cleaner,5,9/2/2008
andreluiz3830,JP,andreluiz3830,banking,24,9/2/2008
mary74452964,NA,mary74452964,Nurse,1,9/2/2008
daniel8048,US,daniel8048,NA,7,9/3/2008
jacob4120,US,jacob4120,NA,11,9/3/2008
gary9332,US,gary9332,Retired,6,9/3/2008
kristen8817,US,kristen8817,Biologist,6,9/3/2008
kathy7106,NA,kathy7106,Teacher,0,9/4/2008
lucy7002,NA,lucy7002,NA,0,9/4/2008
yoscaira2431,NA,yoscaira2431,Store Manager,0,9/4/2008
becky3972,US,becky3972,Counselor/LSW,2,9/4/2008
paula1376,NA,paula1376,Computer Operator,1,9/4/2008
jeremy7683,US,jeremy7683,Accountant,6,9/5/2008
ted5720,NA,ted5720,personal nuisance,0,9/5/2008
mark3780,US,mark3780,Company Owner,9,9/5/2008
gilbertus5128,US,gilbertus5128,CCA students,3,9/5/2008
jane7405,US,jane7405,Project Management,2,9/5/2008
pam2474,US,pam2474,retired chef,9,9/5/2008
caitlin2539,US,caitlin2539,Law Enforcement,0,9/5/2008
lexi7457,NA,lexi7457,student,0,9/5/2008
TeddyCampos,US,teddycampos,Web Designer,6,9/5/2008
tanya5481,US,tanya5481,teacher,0,9/6/2008
anne1057,US,anne1057,astrophysics grad student,70,9/6/2008
Orchidhunter,US,orchidhunter,Landscaper & Artist,18,9/6/2008
angelo3248,US,angelo3248,Retail & Creative Director,0,9/6/2008
stephen3294,CA,stephen3294,NA,6,9/7/2008
lisa4530,US,lisa4530,Opera singer,11,9/7/2008
joshua4585,NA,joshua4585,NA,8,9/7/2008
sebastian6590,DE,sebastian6590,NA,14,9/7/2008
patrick2757,US,patrick2757,student,5,9/7/2008
rimenda8191,NA,rimenda8191,employed,0,9/7/2008
francesca1210,US,francesca1210,theater director,1,9/7/2008
lucy8073,GB,lucy8073,NA,2,9/7/2008
jonathan2149,NA,jonathan2149,NA,0,9/7/2008
katja4714,DE,katja4714,Head of administration,63,9/8/2008
ngqabutho2556,NA,ngqabutho2556,project manager,0,9/8/2008
pacificafogand3339,NA,pacificafogand3339,NA,0,9/8/2008
mark4514,NA,mark4514,Software Engineer,0,9/8/2008
isaac7970,US,isaac7970,Web Developer,44,9/8/2008
francois8329,NA,francois8329,NA,0,9/8/2008
clarisa5480,NA,clarisa5480,NA,0,9/8/2008
dean8312,US,dean8312,Administrator,8,9/8/2008
shikha1073,GB,shikha1073,NA,0,9/8/2008
derick4838,US,derick4838,Youth Minister,6,9/8/2008
jr3706,US,jr3706,NA,23,9/9/2008
dino6128,US,dino6128,Consultant,2,9/9/2008
chandranath2551,NA,chandranath2551,bussineess,0,9/9/2008
hallgeir5368,NO,hallgeir5368,Manager,131,9/9/2008
christina5134,NA,christina5134,systems engineer,0,9/9/2008
erica9291,NA,erica9291,NA,0,9/9/2008
keilana3629,NA,keilana3629,child care supervisor,0,9/9/2008
cheryl2338,NA,cheryl2338,NA,0,9/9/2008
sara7133,NA,sara7133,student,0,9/10/2008
suraya2275,NA,suraya2275,Student,0,9/10/2008
jim4786,NL,jim4786,Translator,30,9/10/2008
conrad2688,NA,conrad2688,Hairstylist,0,9/10/2008
dirk8799,GB,dirk8799,NA,14,9/10/2008
bela6358,US,bela6358,Software Engineer,12,9/10/2008
manouchehr1897,NA,manouchehr1897,Petroleum Engineer,0,9/10/2008
leonard3911,GB,leonard3911,civil servant,75,9/11/2008
shelley1868,IE,shelley1868,NA,5,9/11/2008
ariane9743,NA,ariane9743,NA,0,9/11/2008
gabriele8688,IT,gabriele8688,employee,5,9/11/2008
anne2041,NA,anne2041,teacher,0,9/12/2008
herbertsn3643,NA,herbertsn3643,marketer,0,9/12/2008
sharon2488,ZA,sharon2488,auditor,2,9/13/2008
alfred7507,NA,alfred7507,career coach,0,9/13/2008
camilleanne6446,US,camilleanne6446,teacher,4,9/13/2008
vivian1595,NA,vivian1595,acountant,0,9/13/2008
vineetr7587,NA,vineetr7587,Logistics & Supply chain specialist,0,9/13/2008
ashley6374,CA,ashley6374,Teacher,4,9/14/2008
ciara3648,NA,ciara3648,NA,3,9/14/2008
experien3397,AU,experien3397,Sales,112,9/14/2008
muylv6178,DE,muylv6178,NA,0,9/14/2008
Jan-71,NA,Jan-71,marketing,0,9/14/2008
shammah2582,NA,shammah2582,sales Executive,0,9/15/2008
lefeedi3888,ZA,lefeedi3888,Entrepreneur,0,9/15/2008
sarah8509,US,sarah8509,NA,2,9/15/2008
ruth2211,US,ruth2211,librarian,15,9/15/2008
eric6129,NA,eric6129,Writer,0,9/16/2008
julia9326,NA,julia9326,selfemployed,0,9/16/2008
rebecca85016796,US,rebecca85016796,professor,5,9/16/2008
ace3312,US,ace3312,Author/publisher,17,9/16/2008
karen90328634,NA,karen90328634,Worker,0,9/17/2008
alysen7015,NA,alysen7015,NA,1,9/17/2008
lames1591,NA,lames1591,Teacher,0,9/17/2008
athena6126,NZ,athena6126,Business owner,9,9/17/2008
karl8941,SE,karl8941,Marketing Director,2,9/17/2008
anita7192,NA,anita7192,NA,0,9/18/2008
kathryn8180,US,kathryn8180,NA,0,9/18/2008
